DIAGNOSIS,count
MYOCARDIAL INFARCTION;CHEST PAIN\CARDIAC CATH,2
AORTIC STENOSIS\AORTIC VALVE / ? ASCENDING AORTA REPLACEMENT /SDA,2
GOITER MULTINODULAR/SDA,2
CORONARY ARTERY DISEASE;MITRAL REGURGITATION\CATH,2
S/P NECK EXPLORATION,2
NEC PANCREATITIS,2
SYNCOPY,2
UNSTABLE ANGINA-ACUTE PULMONARY EDEMA,2
MITRAL INSUFFICIENCY\MITRAL VALVE REPLACEMENT /SDA,2
"S/P MVA,R/O MI",2
BILATERAL SAH,2
"SHORTNESS OF BREATH, HYPOTENSION",2
HERNIATED DISC,2
GALSTONE PANCREATITIS,2
"OSTEOARTHRITIS, RIGHT KNEE/SDA",2
INFLUENZA;PNEUMONIA,2
MIDDLE CEREBRAL ARTERY ANEURYSM,2
CORONARY ARTERY DISEASE;MYOCARDIAL INFARCTION\CARDIAC CATH,2
KIDNEY BLEED,2
HYPOTENSION;CHEST PAIN,2
FEVER;URINARY TRACT INFECTION,2
? THYROID STORM,2
"MS CHANGES,HX LUNG CANCER",2
PULMONARY EMBOLISM;SUBDURAL HEMATOMA,2
RO MI;PNEUMONIA,2
FRACTURE,2
SDH/SAH,2
AORTIC STENOSIS;CARDIAC ARREST,2
AORTIC STENOSIS\AVR ? CORONARY ARTERY BYPASS GRAFT /SDA,2
SCROTAL INFECTION,2
SEPTIC RIGHT KNEE;CHRONIC OBST PULM DISEASE;CORONARY ARTERY DISEASE,2
SYNCOPE;TELEMETRY;HIP FRACTURE,2
GI BLEED/ CHEST PAIN,2
HIP FRACTURE;TELEMETRY,2
AORTIC STENOSIS;PRESYNCOPE,2
CONCUSSION,2
DELIRIUM TREMORS,2
LOWER EXTREMITY EDEMA,2
ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATH,2
ABDOMINAL ANEURYSM/SDA,2
RENAL FAILURE;HYPERKALEMIA,2
TRACHAEL STENOSIS,2
ATRIAL SEPTAL DEFECT,2
PERFORATED GASTRIC ULCER; HYPOTENSION,2
"HYPOXIA, RESPIRATORY FAILURE",2
EXPLORATORY LAPORATOMY,2
ATRIAL FIBRILLATION;TELEMETRY;RVR,2
?STERNAL ISSUES\STERNUM REVISION ? PLATING/SDA,2
RESP. FAILURE,2
SUPRAVENTRICULAR TACHYCARDIA\CATH,2
RIGHT UPPER LOBE MASS/SDA,2
CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT ,2
ARF/ABD PAIN,2
SUBDURAL HEMATOMA;INTRAPARENCHYMAL HEMORRHAGE,2
"CHEST PAIN,HYPOTENSION",2
SUPRAGLOTTITIS,2
GASTRINOMA/SDA,2
SMALL BOWEL TUMOR/SDA,2
"PNA, RECTAL BLEEDING",2
THROMBOTIC THROMBOCYTOPENIC PURPURA,2
FEVER;DEHYDRATION,2
AORTIC VALVE ENDOCARDITIS,2
CONGESTIVE HEART FAILURE;ANGINA\CATH,2
RUE PAIN;SWELLING,2
VEIN GRAFT STENOSIS,2
MOTOR VEHICLE COLLISION,2
REPSIRATORY DISTRESS\BRONCHOSCOPY FLEXIBLE ,2
VASCULITIS,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT ? MVR /SDA,2
CHEST PAIN;+STRESS TEST\CATH,2
PNEUMONIA; SEPSIS,2
DEFIB FIRING,2
CEREBRAL ANEURYSM\ CEREBRAL ANGIOGRAM; COILING/SDA,2
HEPATIC ARTERY STENOSIS/SDA,2
INTRACRANIAL TUMOR,2
ABDOMINAL WALL BLEEDING,2
HEMANGIOMA,2
JOINT EFFUSION,2
S/P FALL-INTRACRANIAL HEMORRHAGE,2
N/V/D,2
UNSTABLE ANGINA;CONGESTIVE HEART FAILURE,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT  ** NO ASSESSMENT NEEDED **,2
RULE OUT GUILLAIN BARRE SYNDROME;TELEMETRY,2
POST OPERATIVE BLEEDING,2
RETROPERITONEAL ABSCESS,2
S/P HEAD INJURY,2
RESPIRATORY FAILURE;METHICILLIN RESISTANT STAPH AUREUS,2
LEFT LOWER EXTREMITY GANGRENE/SDA,2
PNEUMONIA;? CHF,2
OBSTRUCTIVE SLEEP APNEA /SDA,2
RIGHT ARM LACERATION,2
UPPER GASTRO INTESTINAL BLEED,2
TRACHEAL MALACEA,2
PNEUMONIA-HYPERGLYCENIA,2
SARCOMA/SDA,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR; LEFT ATRIAL APPENDAGE LIGATION,2
ABDOMINAL FLUID COLLECTION,2
METATASTIC LEFT NECK MELANOMA; THYROID CA/SDA,2
GI BLEED;JAUNDICE,2
NORMAL PRESSURE HYDROCEPHALUS/SDA,2
"MORBID OBESITY, CHOLELITHIASIS/SDA",2
FEVER-CELLULITIS,2
ENCEPHALOPATHY;TELEMETRY,2
RULE OUT MYOCARDIAL INFARCTION,2
CNS MASS,2
"PNEUMONIA,CHEST PAIN,RENAL FAILURE",2
ATRIAL FIBRILLATION\PHARMACOLOGICAL / NON PHARM MGMT AFIB ABLATION  **REMOTE WEST**,2
3 VESSEL CORONARY ARTERY DISEASE,2
AAA/SDA,2
GANGRENE/SDA,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT AND RF MAZE /SDA,2
PANCREAS FAILURE,2
CONGESTIVE HEART FAILURE; ATRIAL FLUTTER/FIBRILLATION; LEFT BUNDLE BRANCH BLOCK\ATRIAL FLUTTER ABLATION + BIVENTRICULAR ICD IMPLANTATION,2
SUBARACHNOID HEMORRHAGE;ANEURYSM,2
FEVER;PANCYTOPENIA,2
DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST** **JET VENTILATION**/SDA,2
SEPSIS;CHRONIC OBST PULM DISEASE,2
CHOLANGITIS\ERCP,2
T12 BURST FRACTURE,2
DEHYDRATION-RULE OUT SEPSIS,2
OBSTRUCTIVE JAUNDICE;CHOLANGIOCARCINOMA,2
HYPERK,2
LEG INFECTION,2
"A-FIB,R/O MI",2
"CELLULITIS,SEPSIS",2
"HYPONATREMIA,PNEUMONIA,DEHYDRATION",2
SDH;SAH,2
HEAD INJURY;S/P FALL,2
CHRONIC IMMUNE DEMYELINATING POLYNEUROPATHY,2
METASTATIC RECTAL CANCER TO LIVER/SDA,2
AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT/SDA,2
UTI;PYLONEPHRITIS,2
GOITER,2
MULTIPLE TRAUMA;S/P MOTOR VEHICLE ACCIDENT,2
ULCER,2
CLAUDICATION /SDA,2
SDH;TELEMETRY,2
LEAKING ANEURYSM,2
VISION LOSS,2
FB IN ESOPHAGUS,2
LEFT MCA ANEURYSM/SDA,2
"NUTRITIONAL DEFICIT,WEIGHT LOSS",2
BRAIN CANCER,2
PYLONEPHRITIS,2
SYNCOPE/HEAD INJURY,2
SUBMANDIBULAR ABSCESS,2
DESCENDING THORACIC AORTA\ AORTIC VALVE REPLACEMENT W/ ASCENDING AORTIC GRAFT BYPASS TO THORACIC DESCENDING AORTA/SDA,2
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT;MITRAL VALVE REPLACEMENT;TRICUSPID VALVE REPLACEMENT; ?/SDA,2
BILATERAL SUBDURAL HEMATOMAS,2
METASTATIC MELANOMA;BOWEL OBSTRUCTION,2
BLADDER TUMOR,2
LEFT LEG INFECTION,2
HYPOTHERMIA;TELEMETRY,2
"ARF,HYPERKALEMIA",2
INTRACRANIAL HEMORRHAGE;FACIAL FRACTURES,2
L2 FRACTURE,2
SVT,2
END STAGE LIVER DISEASE;LIVER TRANSPLANT,2
PARAPHARYNGEAL ABSCESS,2
PCOM ANEURYSM/SDA,2
GI BLEEDING,2
HEPATIC HYDROTHORAX,2
CERVICAL SPONDYLOTIC MYELOPATHY/SDA,2
METASTATIC BRAIN LESIONS,2
CONGESTIVE HEART FAILURE;RESPIRATORY DISTRESS,2
CONGESTIVE HEART FAILURE;S/P CABG,2
CAD;,2
THORACO AAA/SDA,2
LUNG MASS;HEMOPTYSIS,2
URINARY TRACT INFECTION;SEPSIS,2
LIVER HEMORRHAGE,2
CORONARY ARTERY DISEASE\ANGIOPLASTY WITH BRACHY THERAPY,2
INTERSTITIAL PULMONARY FIBROSIS,2
RESPITORY FAILURE,2
S/P LIVER TX; FEVER; MALAISE,2
HYPOXIA;SHORTNESS OF BREATH,2
RIGHT FIB & TIB FRACTURE,2
DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST**/SDA,2
PERFORATED VISCOUS,2
LACTIC ACIDOSIS,2
"ELEVATED LFTS, PANCREATITIS",2
INTRAPARENCHYMAL HEMORRHAGE;S/P MOTOR VEHICLE ACCIDENT;?BRAIN MASS,2
ABDOMINAL PAIN;NEUTROPENIA,2
SHORTNESS OF BREATH;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,2
CORONARY ARTERY DISEASE;MR\CORONARY ARTERY BYPASS GRAFT; WITH MVR/SDA,2
? SEPSIS,2
NON Q WAVE MYOCARDIAL INFARCTION,2
INTRAPARYNCHMAL BLEED,2
FISTULA,2
GASTROINTESTINAL BLEED;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,2
CONFUSION-HYPOGLYCEMIA,2
VF ARREST\CATH,2
HYPEERKALEMIA,2
GI BLEEDING\COLONOSCOPY,2
URINARY TRACT INFECTION;HYPOTENSION,2
MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT REDO; ? AORTIC VALVE REPLACEMENT ,2
GASTROINTESTINAL BLEED;ISCHEMIC BOWEL,2
ACUTE CEREBRAL VASCULAR ACCIDENT,2
"CHF, PNEUMONIA",2
"MS CHANGE, DEHYDRATION",2
UTERINE MALIGNANCY/SDA,2
UNABLE TO WALK/WEAKNESS,2
STEMI\CARDIAC CATHERIZATION,2
LEFT ANKLE FRACTURE,2
"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT, ? MVR /SDA",2
"NEW BRAIN MASS, CONFUSION, SEIZURES",2
ASA OVERDOSE,2
APML,2
AORTIC INSUFFIENCY\CATH,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFTWITH AVR /SDA,2
PNEUMONIA-R/O MYOCARDIAL INFARCTION,2
ANGIEDEMA,2
DUODENAL ULCER,2
DECOMPENSATED CIRRHOSIS,2
LIVER FAILURE;CIRRHOSIS,2
ETOH ABUSE,2
ELEVATED LIVER FUNCTION TESTS,2
COMPLICATED LABOR,2
PNEUMONIA;RHABDOMYLOSIS,2
PANCREATITIS\ERCP,2
"SPINAL FRACTURE,S/P FALL",2
ANTERIOR CERVICAL COLLECTION,2
S/P MULTIPLE STAB WOUNDS,2
PEDISTRIAN STRUCK;SUBARACHNOID HEMATOMA,2
ESOPHAGEAL TEAR,2
CHOLEDOCO CYST\ERCP **EAST REMOTE - G.I. ST4**,2
ACUTE RESPIRATORY DISTRESS,2
MENTAL STATUS CHANGES;HYPOTENSION,2
HYPERCABRIC RESPIRATORY FAILURE,2
? ENDOCARDITIS,2
PELVIS AND BILATERAL WRIST FRACTURES,2
HEPATIC ENCEPHALOPAHTY,2
INTRACRANIAL BLEED;ETOH ABUSE,2
ELEVATED WBC,2
LIVER AND KIDNEY FAILURE,2
RIGHT PLEURAL EFFUSION;MULTIPLE PULMONARY EMBOLI,2
"AIRWAY OBSTRUCTION, LUNG CANCER\ RIGID BRONCHOSCOPY W/ STENT REMOVAL",2
SEPSIS-PNEUMONIA,2
PENETRATING TRAUMA,2
AORTIC & MITRAL INSUFFICENCY\AORTIC AND MITRAL VALVE REPLACEMENT REDO ,2
LEFT RENAL STONE/SDA,2
RIGHT UPPER LOBE PNEUMONIA,2
ARTERIAL THROMBOSIS,2
FAILED LEFT TOTAL KNEE REPLACEMENT /SDA,2
INFECTED LEFT LEG WOUND,2
? CVA,2
INTERIOR MYOCARDIAL INFARCTION,2
LIVER FAILURE;JAUNDICE,2
PNEUMOTHORAX;HIATAL HERNIA,2
RIGHT SIDED PNEUMONIA,2
DIABETES MELLITUS;HYPERTENSION,2
CORONARY ARTERY DISEASE;HYPERTENSION;PERIPHERAL VASCULAR DISEASE\CATH,2
POSTERIOR MYOCARDIAL INFARCTION\CATH,2
ATRIAL SEPTAL DEFECT\ REPAIR ATRIAL SEPTAL DEFECT; LIMITED ACCESS/SDA,2
UROSEPSIS;PNEUMOTHORAX,2
SMALL BOWEL OBSTRUCTION                                                                                                                                                                                 ,2
MEDIASTINAL ADENOPATHY,2
HYPOTENSION;UNRESPONSIVE,2
CORONARY ARTERY DISEASE;CARDIAC ISCHEMIA\CARDIAC CATH,2
RENAL ARTERY STENOSIS\RENAL ANGIOGRAM,2
RIGHT BREAST CA/SDA,2
CORONARY ARTERY DISEASE;HYPERTENSION\CATH,2
CHEST PAIN;SHORTNESS OF BREATH,2
TONGUE CA/SDA,2
CEREBELLAR CVA,2
CHOLEDOCHOLITHIASIS/SDA,2
CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) PERCUTANEOUS APPROACH; TRANSFEMORAL APPROACH  ,2
APLASTIC ANEMIA;PANCYTOPENIA,2
RESPORTORY FAILURE,2
BENZODIAZEPINE OVERDOSE,2
INTERVENTRICULAR HEMORRHAGE,2
MITRAL REGURGITATION\AORTIC VALVE REPLACEMENT  ? MITRAL VALVE REPLACEMENT  ASCENDING AORTA  ? CORONARY ARTERY BYPASS GRAFT ,2
HYPOTENSION;RENAL FAILURE;CIRHOSIS,2
S/P KIDNEY TRANSPLANT;RESPIRATORY FAILURE,2
FEVER-SEPSIS,2
HEPATITIS C;CIRRHOSIS,2
CORONARY ARTERY DISEASE\BENTALL PROCEDURE;CORONARY ARTERY BYPASS GRAFT; ?MAZE,2
COLONIC MASS/SDA,2
MI/CATH,2
GASTRIC OBSTRUCTION,2
HYPOTENSION;BRADYCARDIA,2
TRAUMATIC SUBDURAL HEMATOMA,2
UGIB;ABDOMINAL PAIN,2
NON-HODGKIN LYMPHOMA,2
AORTIC STENOSIS;CORONARY ARTERY DISEASE\COMPLETE HEART CATH,2
MR\ MITRAL VALVE REPLACEMENT; HEART PORT MINIMALLY INVASIVE/SDA,2
R/O METASTASIS,2
RIGHT COLON CA/SDA,2
KIDNEY STONES,2
AORTIC STENOSIS\REDO STERNOTOMY ACCENDING AORTA REPLACEMENT ?BENTAL PROCEDURE ? AVR ? CORONARY ARTERY BYPASS GRAFT,2
ABDOMINAL AORTIC ANEURYSM\CATH,2
ELEVATED CREATNINE,2
BLUNT CHEST TRAUMA,2
"FEVER, ALTERED MENTAL STATUS",2
ACUTE CORONARY SYNDROME;ALTERED MENTAL STATUS;HYPERGLYCEMIA,2
VT ARREST,2
LIVER FAILURE;TYLENOL OVERDOSE,2
RLE THROMBOSIS,2
PATENT FORAMEN OVALE\PATENT FORAMEN OVALE MINIMALLY INVASIVE ,2
RECTAL CARCINOMA/SDA,2
"ESOPHAGEAL MASS, NECK PAIN",2
CARDIAC ARREST;GASTROINTESTINAL BLEED,2
TRACHEO BRONCHIAL MALACIA,2
COPD EXCERBATION,2
BARRETT'S W/ HIGH GRADE DYSPLSIA/SDA,2
PNEUMONIA;MENTAL STATUS CHANGES,2
"FEVER, RECTAL BLEED, OVARIAN CANCER",2
CARCINOID TUMOR\BRONCHOSCOPY RIGID; W/ TUMOR REMOVAL ,2
DEHYDRATION;MALNUTRITION,2
DYSPNEA;ACUTE RENAL FAILURE,2
FEMUR FRACTURE;TACHYCARDIA,2
PANCOAST TUMOR/SDA,2
SEVERE AORTIC STENOSIS\CARDIAC CATH,2
CHRONIC SUBDURAL HEMATOMA/SDA,2
PULMONARY EMBOLUS;PNEUMONIA,2
VER AETNA PER NEHEN 020807 PTB\CHEMO HIGH DOSE INTERLEUKIN-2),2
BRAIN EDEMA,2
DIABETIC KETOACIDOSIS;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,2
METASTATIC BRAIN TUMOR,2
CA STOMACH/SDA,2
ABDOMINAL METS,2
ATRIAL FIBRILLATION\HEPARIN THERAPY 9/21 - CV/TEE 9/22,2
ETOH HEPATITIS,2
MAST CELL DEGRANULATION,2
MR\ AORTIC AND MITRAL VALVE REPLACEMENT/SDA,2
BENZO WITHDRAWAL,2
S/P CRANIOTOMY,2
CHEST PAIN;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY\CATH,2
RIGHT FOOT ULCER/SDA,2
CORONARY ARTERY DISEASE;HEART FAILURE,2
MITRAL STENOSIS\CORONARY ARTERY BYPASS GRAFT WITH MVR /SDA,2
AORTIC STENOSIS/SDA,2
FEVER; TACHYCARDIA; JP DRAIN OUT,2
SEVERE HEADACHE;R/O MENINGITIS;R/O SAH;,2
PELVIC ORGAN PROLAPSE/SDA,2
CHOLANGITIS;GASTROINTESTINAL BLEED,2
PSEUDOCYST PANCREATIC,2
HODGKINS DISEASE; FEVER,2
AORTIC STENOSIS;ATRIAL FIBRILLATION\ATRIOVENTRICULAR RECIPROCATING TACHYCARDIA;MITRAL VALVE REPLACEMENT,2
RESPIRATORY FAILURE;ESOPHAGEAL TEAR,2
BLADDER MASS/SDA,2
TRACHEAL ESOPHAGEAL FISTULA/SDA,2
GASTROINTESTINAL HEMORRHAGE,2
CRANIAL DEFECT/SDA,2
SEPSIS;ALTERED MENTAL STATUS,2
C\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT; W/ MAZE PROCEDURE/SDA,2
CHRONIC OBST PULM DISEASE;HEMOPTYSIS,2
CHEST PAIN;HYPERTENSION;CORONARY ARTERY DISEASE\CATH,2
CHRONIC OBSTRUCTIVE PULMONARY DISEASE FLARE,2
ANEMIA;RENAL FAILURE;ASCITES,2
ENDOCARDITIS;PULMONARY EMBOLUS,2
HYPOTENSION;SEPSIS;TELEMETRY,2
CONGESTIVE HEART FAILURE;PNA,2
CEREBELLAR TUMOR/SDA,2
CONGESTIVE HEART FAILURE;RENAL FAILURE,2
NON ST MI,2
PERICARDIAL DISEASE\PERICARDIAL STRIPPING/SDA,2
DIABETES,2
VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION  **REMOTE WEST**,2
HYDROTHORAX,2
CONGESTIVE HEART FAILURE;ARF,2
ISCHEMIA,2
LUNG CANCER;DYSPNEA,2
CEREBELLAR INFARCTION,2
ASPIRATION/RESPIRATORY FAILURE,2
MITRAL REGURG,2
PNEUMONIA-NSTEMI,2
STAGE III RECTAL CANCER;PLEURAL EFFUSION,2
DECUBITUS ULCERS,2
GASTRIC TUMOR/SDA,2
LLL PNEUMONIA,2
? PE,2
HYPOTENSION;TACHYCARDIA,2
ABDOMINAL PAIN;EXPLORATORY LAPAROSCOPY;BILE DUCT OBSTRUCTION,2
HYPERBILIRUBENEMIA,2
CHF/PNEUMONIA,2
RIGHT LEG ARTERIAL THROMBOSIS,2
STE MYOCARDIAL INFARCTION\CARDIAC CATH,2
HYPERSTIMULATION SYNDROME,2
SUBGLOTIC STENOSIS,2
HYPERCARBIA,2
SADDLE PULMONARY EMBOLUS,2
RIGHT LOWER EXTREMITY ISCHEMIA,2
FOOT ULCERS,2
MASSIVE WEIGHT LOSS/SDA,2
"PAIN CONTROL,S/P VIDEO ASSISTED THORACOSCOPY",2
CELLULITIS/ABSCESS,2
AORTIC STENOSIS\BENTAL PROCEDURE REDO ,2
ACUTE LEUKEMIA;INTRACRANIAL BLEED,2
VENTRAL HERNIA & CHOLECYSTITIS/SDA,2
AORTIC VALVE ABSCESS,2
CHOLAGIOCARCINOMA/SDA,2
DEGLOVING INJURY,2
SEVERE GERD/SDA,2
POST PROCEDURE PAIN AND FEVER,2
DIABETIC KETOACIDOSIS;BRAIN MASS,2
ST ELEVATION,2
LARYNGEAL EDEMA,2
CIRRHOSIS;ENCEPHALOPATHY,2
ATRIAL DEFECT\REPAIR ATRIAL-SEPTAL DEFECT; LIMITED ACCESS/SDA,2
MITRAL STENOSIS;MITRAL REGURGITATION;AORTIC STENOSIS,2
CLAUDICATION RIGHT/SDA,2
RECURRENT BREAST CANCER;RIGHT AXILLA CHEST /SDA,2
FAILING GRAFT/SDA,2
ASPIRATION PNEUMONIA/SDA,2
A-FIB;CONGESTIVE HEART FAILURE\TEE;CARDIOVERSION,2
RENAL FAILURE; ABD PAIN,2
RIGHT CAROTID STENOSIS\RIGHT CAROTID ANGIOGRAM;POSSIBLE STENT PLACEMENT,2
FLUID COLLECTION,2
GUNSHOT WOUND TO FACE,2
SEPSIS;RENAL FAILURE,2
RIGHT NECK MASS,2
COPD EXACERBATION-ASPIRATION,2
FULMINANT C-DIFF;LIVER FAILURE;CIRRHOSIS,2
LIVER FAILURE;CELLULITIS;ACUTE RENAL FAILURE,2
LE WEAKNESS,2
? UROSEPSIS,2
VALPROATE OVERDOSE,2
S/P STAB WOUNDS,2
BILIARY COLIC;OBSTRUCTIVE JAUNDICE,2
CAROTID STENOSIS\CAROTID ANGIOPLASTY/SDA,2
TRACHEOBROCHOMALACIA/SDA,2
RIGHT ANKLE INFECTION,2
VERAPAMIL OVERDOSE,2
ACUTE RENAL FAILURE; A FIB,2
CORONARY ARTERY DISEASE;CARDIOMYOPATHY\CATH,2
METHADONE OVERDOSE,2
FEVER;S/P LIVER TRANSPLANT,2
UTL/PYLELONEPHRITIS,2
GUILLAIN-BARRE SYNDROME,2
TRACHEAL MASS,2
CHOKING,2
SEIZURE/ CHEST PAIN,2
BRONCHIAL TUMOR,2
UNCONTROLLED DIABETES MELLITUS,2
BILE DUCT OBSTRUCTION/SDA,2
LEFT HIP PAIN,2
CONGESTIVE HEART FAILURE\BIVENTRICULAR ICD,2
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT,2
T5 RENAL CELL METASTASIS/SDA,2
STATUS POST LEFT ILIAC ARTERY SURGERY; ? PANCREATIC MASS,2
CEREBRAL MENINGIOMA/SDA,2
RIGHT RENAL MASS,2
LEFT LOWER EXTREMITY OCCLUSION,2
EPIGLOTTIS,2
RECURRENT ANGINA;CORONARY ARTERY DISEASE\CARDIAC CATH,2
NEW ONSET SEIZURES,2
POSTERIOR COMMUNICATING ANEURYSM/SDA,2
NON SUSTAINED VENTRICULAR TACHYCARDIA;CONGESTIVE HEART FAILURE,2
FAILURE TO WEAN,2
A-FIB;CONGESTIVE HEART FAILURE,2
LEFT LOWER EXTREMITY ULCER/SDA,2
THORACIC ANEURYSM\RESECTION ANEURYSM THORACIC /SDA,2
ACUTE RENAL FAILURE;CONGESTIVE HEART FAILURE,2
ADVANCED HEART FAILURE,2
S/P COLON RESECTION; ?ISCHEMIA,2
CEREBRO VASCULAR ACCIDENT,2
CRITICAL AORTIC STENOSIS;PULMONARY EDEMA,2
FACIAL INFECTION,2
AIRWAY STENOSIS,2
CEREBELLUM MASS,2
CVA\ PATENT FORAMEN OVALE,2
RHC,2
ANGINA; CORONARY ARTERY DISEASE\LEFT HEART CATHETERIZATION,2
THROMBOCYTOPENIA; ANEMIA,2
GASTROINTESTIONAL BLEED,2
"PEDAL EDEMA,HYPOKALEMIA",2
ST ELEVATION MYOCARDIAL INFARCTION\CATH,2
SPINAL TUMOR,2
RENAL FAILURE;CIRRHOSIS,2
CBD STONE,2
HYPONATREMIA;SEIZURE,2
WORSEING RENAL FAILURE,2
FAILED TOTAL HIP REPLACEMENT/SDA,2
CONGESTIVE HEART FAILURE;EXACERBATION;HYPOGLYEMIA,2
QUESTION OF SEPSIS,2
"BRONCHITIS,UTI,CHANGE IN MENTAL STATUS",2
OSTOMY/SDA,2
SEROQUEL OVERDOSE,2
INTRAPERITONEAL HEMORRHAGE,2
"A-FIB,CAD,CRF",2
SEVERE HYPERTROPHIC CARDIOMYOPATHY\SEPTEL ETHANOL ABLATION,2
ARTERIAL VENOUS MALFORMATION,2
BRAIN HERNIATION,2
LGI BLEED,2
PROSTATE CANCER;PNEUMONIA,2
PNEUMONIA;METHICILLIN RESISTANT STAPH AUREUS,2
D.M. ACUTE RENAL FAILURE; RHABDOMYOLYSIS,2
SUPRATHERAPEUTIC INR,2
HYPERPARATHYROIDISM,2
ORAL BLEEDING,2
CRYPTOGENIC CIRRHOSIS,2
ACUTE MYOCARDIAL INFARCTION;,2
POSITIVE BLOOD CULTURES,2
FACIAL FRACTURES;RADIUS FRACTURE,2
ENLARGED PNEUMOTHORAX,2
DIABETIC FOOT ULCER,2
SUBARACHNOID HEMORRHAGE-INTRAPARENCHYMAL HEMORRHAGE,2
HEPATORENAL SYNDROME; CIRRHOSIS,2
MALNUTRITION,2
SUBDURAL HEMORRHAGE;TRAUMA,2
CHEST PAIN; CATH,2
FEVER;DIARRHEA;DEHYDRATION,2
OPEN WOUND ON SKULL,2
ATHEROSCLEROSIS W/ CLAUDICATION/SDA,2
BRAIN STEM STROKE,2
POSSIBLE SVC SYNDROME,2
ADRENAL INSUFFICIENCY,2
?ANEURYSM/SDA,2
CSF RHINORRHEA,2
MYOCARDIAL INFARCTION;SEVERE AORTIC STENOSIS;ALCOHOL ABUSE,2
SEIZURES/HEMOPTITIS,2
PANCREATITIS/SDA,2
SEVERE AORTIC STENOSIS;CONGESTIVE HEART FAILURE;SEVERE BILATERAL LEG PAIN\CATH,2
SQUAMOUS CELL CA FLOOR OF MOUTH/SDA,2
RULE OUT CORONARY ARTERY DISEASE\CATH,2
U/A,2
NON ST ELEVATED MYOCARDIAL INFARCTION,2
ABDOMINAL INFECTION,2
TRAUMATIC HEAD BLEED,2
RIGHT FEMUR FX;ACUTE ANEMIA,2
INFERIOR MI,2
DISECTING AORTIC ANEURYSM,2
COLONIC MASS,2
POLYTRAUMA S/P FALL,2
ACUTE STROKE;TELEMETRY,2
CARDIOMYOPATHY;CORONARY ARTERY DISEASE\CATH,2
CONGESTIVE HEART FAILURE\RIGHT AND LEFT HEART CATH,2
HYPERBILIRUBIMIA,2
PITUITARY TUMOR,2
THORACO-ABD ANEURYSM,2
GLIOBLASTOMA,2
LOWER GASTROINTESTINAL BLEED;ANEMIA,2
ATRIAL DEFECT\REPAIR PATENT FORAMEN OVALE/SDA,2
"CIRRHOSIS,FEVER",2
LEFT TRUE VOCAL CORD PARALYSIS/SDA,2
ST ELEVATED MYOCARDIAL INFARCTION\CATH,2
REMOVAL SOFT TISSUE MASS POSTERIOR TO ODONTOID PROCESS/SDA,2
CELLULITIS OF UPPER EXTREMITY,2
CONGESTIVE HEART FAILURE;HIP FRACTURE,2
HYPOTENSION;R/O SEPSIS,2
HYPERGLYCEMIA;HYPONATREMIA,2
THREE VESSEL CORONARY ARTERY DISEASE,2
DIABETIC KETOACIDOSIS;RENAL FAILURE,2
DISTAL FEMUR FRACTURE,2
THORACIC CORD COMPRESSION/SDA,2
VY36PH\CORONARY ARTERY BYPASS GRAFT/SDA,2
ATRIAL TACHYCARDIA;\CARDIOVERSION,2
S/P FALL-RIGHT HIP PAIN,2
ESRD,2
VENTRICULAR ARREST,2
AORTIC STENOSIS;CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;AORTIC VALVE REPLACEMENT/SDA,2
COPD EXACERBATION;RIB FRACTURE,2
AC CHOLECYSTITIS,2
DYSPNEA;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,2
AORTIC STENOSIS\AORTIC VALVE / ASCENDING AORTA REPLACEMENT ,2
PNEUMONIA;CHEST PAIN;TELEMETRY,2
CHEST PAIN-LEUKEMIA,2
CORONARY ARTERY BYPASS,2
INFECTED LEG,2
CHOLECYSTITIS; CHEST PAIN,2
WORSENING LOWER BACK /LEG PAIN,2
