diagnosis,category
ADENOMA RIGHT COLON/SDA,gastrointestinal
"THORACIC AORTIC ANEURYSM\RESECTION; THORACO-ABDOMINAL AN EURYSM, VIA LEFT CHEST/SDA",cardiovascular
"MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT, ? TRICUSPID VALVE REPLACEMENT",cardiovascular
HYPOXIA-MULTIPLE SCLEROSIS,neurological
CORONARY ARTERY DISEASE;AORTIC STENOSIS\CATH,cardiovascular
VERTEBRAL FRACTURE,trauma_injury
RT MCA STROKE,neurological
TRICYCLIC ANTIDEPRESSANT,toxicology_poisoning
METASTIC MELANOMA;ANEMIA,oncology
"HYPOTENSION,BRADYCARDIA",cardiovascular
KIDNEY LACERATION,trauma_injury
BILE DUCT STONE,hepatobiliary
BLADDER RUPTURE;SEPSIS,trauma_injury
GASROINTESTINAL BLEED;ACUTE RENAL FAILURE;ALTERED MENTAL STATUS,gastrointestinal
NECROTIZING FASCITITIS,infectious
PANCREATITIS;TELEMETRY,gastrointestinal
ACUTE LYMPHOCYTIC LEUKEMIA;NEUTROPENIA,hematologic
BILAT SUBDURAL HEMATOMA,neurological
CARDIOMYOPATHY;CORONARY ARTERY DISEASE\RIGHT AND LEFT CATH,cardiovascular
ISCHEMIC REST PAIN FOR IV ANTIBIOTICS,cardiovascular
ST ELEVATION MYOCARDIAL INFARCTION\CORONARY INTERVENTION,cardiovascular
ISCHEMIC COLILTIS;WRIST FRACTURE,gastrointestinal
RIGHT LEG ISCHEMIA/SDA,cardiovascular
SARCOMA LEFT FEMUR/SDA,oncology
PERITONEAL BLEED,gastrointestinal
REACTIVE AIRWAY DISEASE,respiratory
RENAL FAILURE;SEIZURES,renal
METASTATIC ADENOCARCINOMA,oncology
CORONARY ARTERY DISEASE;ANGINA,cardiovascular
AORTIC STENOSIS\RIGHT AND LEFT CATH,cardiovascular
RESPIRATORY FAILIRE;TELEMETRY,respiratory
LEFT URETERAL STONE,genitourinary
METASTATIC RENAL CARCINOMA',oncology
FEMUR FRACTURE;S/P FALL,trauma_injury
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR REDO,cardiovascular
HYPERKALEMIA;BRADYCARDIA,endocrine_metabolic
GRAM +SEPSIS,infectious
SEVERE HYPERTROPHIC CARDIOMYOPATHY\SEPTAL ETHANOL ABLETION,cardiovascular
RIGHT FLANK ( VENTRAL ) HERNIA/SDA,gastrointestinal
ICP,neurological
ANEURYSM\ CEREBRAL EMBOLIZATION/SDA,neurological
SICKLE CELL ANEMIA,hematologic
"AFIB, AORTIC STENOSIS",cardiovascular
KNEE PAIN,musculoskeletal
MASSIVE HEMOPTYSIS,respiratory
"FEVER,ETIOLOGY UNKNOWN;INABILITY TO EAT",symptoms_unspecified
34 WEEKS;PREGNANCY INDUCED HYPERTENSION,pregnancy_obstetric
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT;MITRAL VALVE REPLACEMENT/SDA,cardiovascular
EXERTIONAL DYSPNEA; BIVENTRICULAR HEART FAILURE\LEFT HEART CATHETERIZATION,cardiovascular
SHOCK;TELEMETRY,cardiovascular
UROSEPSIS;PANCREATITIS,infectious
HISTOPLASMOSIS,infectious
HYPOTENSION;CONGESTIVE HEART FAILURE,cardiovascular
TRACHEALBRONCHOMALACIA/SDA,respiratory
HEMORRHAGIC CVA,neurological
CRITCAL AS;CONGESTIVE HEART FAILURE,cardiovascular
AMPUTATION,trauma_injury
ABDOMINAL PAIN;HYPOTENSION,symptoms_unspecified
CENTER AIRWAY OBSTRUCTION,respiratory
SMA CLOT,cardiovascular
HEPATORENAL SYNDROME;ENCEPHALOPATHY,renal
RESPIRATORY FAILURE;AORTIC STENOSIS;CONGESTIVE HEART FAILURE,cardiovascular
STROKE-TRANSIENT ISCHEMMIC ATTACK,neurological
ATRIAL FLUTTER\ATRIAL FLUTTER ABLATION,cardiovascular
FIBROIDS/SDA,pregnancy_obstetric
ST ELEVATED MYOCARDIAL INFARCTION\CARDIAC CATHETERIZATION,cardiovascular
INTRACRANIAL BLEED;TELEMETRY,neurological
S/P MOTOR VEHICLE ACCIDENT;LEFT PNEUMOTHORAX;LEFT HIP FX;LEFT ANKLE FX,trauma_injury
CHEST PAIN;SHORTNESS OF BREATH\CATH,symptoms_unspecified
HYPERNATREMIA;TACHYCARDIA,endocrine_metabolic
END STEMI,cardiovascular
CARDIOMYOPATHY\RIGHT HEART CATH,cardiovascular
URINARY TRACT INFECTION;HYPOTENSION;TELEMETRY,genitourinary
DUODENAL ADENOMA/SDA,gastrointestinal
MALIGNANT MESOTHELIOMA;RETROPERTONEAL,oncology
ESOPHAGEAL EXCLUSION S/P REPAIR OF TRANSESOPHAGEAL FISTULA/SDA,gastrointestinal
PACER LEAD INFECTION,infectious
COLON POLYP,gastrointestinal
ATRIAL FRIBILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION,cardiovascular
TRACHEAL MALASIA,respiratory
LYMPHADENOPATHY;NECK MASS,oncology
CONGESTIVE HEART FAILURE-RENAL FAILURE,cardiovascular
R/O PULMONARY EMBOLIS;FEMUR FX,trauma_injury
CHRON'S FLARE-ABDOMINAL ABSCESS,gastrointestinal
HEMPOTYSIS,respiratory
LIVER DONOR/SDA,hepatobiliary
CORONARY ARTERY DISEASE\MITRAL VALVE REPLACEMENT;CORONARY ARTERY BYPASS GRAFT/SDA,cardiovascular
FEVER;JAUNDICE,symptoms_unspecified
CHRONIC ASPIRATION/SDA,respiratory
LEFT MAIN CORONARY DISEASE,cardiovascular
SUBDURAL HEMORRHAGE;TELEMETRY,neurological
TRACHEOSTOMY,respiratory
ASCENDING AORTIC ANEURYSM\ RESECTION AORTIC ASCENDING ANEURYSM,cardiovascular
ETOH WITHDRAWAL;SEIZURE,psychiatric
HUMAN IMMUNODEFIENCY VIRUS;MULTIPLE BRAIN LESIONS,infectious
PANCREATITIS-GALL STONES,gastrointestinal
CHRONIC OBST PULM DISEASE;RESPIRATORY FAILURE,respiratory
CORONARY ARTERY DISEASE/CATH,cardiovascular
CHOLANGIA CARCINOMA OF BILE DUCT/SDA,oncology
CORONARY ARTERY DISEASE/ CONGESTIVE HEART FAILURE,cardiovascular
THREE VESSELL DISEASE,cardiovascular
HEMOPERITENEUM,trauma_injury
PULSELESS LEFT LEG,cardiovascular
SEVERE AORTIC STENOSIS\PACEMAKER,cardiovascular
BLEEDING ANEURYSM,cardiovascular
CROHN'S DISEASE;ABDOMINAL FISTULA,gastrointestinal
"D.K.A. MALAISE, ELEVATED WBC",endocrine_metabolic
CORONARY ARTERY DISEASE\CARDIAC CATHERIZATION,cardiovascular
ENDOCARDITIS\TRANSESOPHAGEAL ECHOCARDIOGRAM,cardiovascular
BASAL CELL CANCER RIGHT CHEEK/SDA,dermatologic
FEVER OF AN UNKNOWN ORIGIN,infectious
"SACRAL DECUBITUS,SHORTNESS OF BREATH,HYPOTENSION",symptoms_unspecified
DIABETIC KETOACIDOSIS;CHEST PAIN;TELEMETRY,endocrine_metabolic
SEVERE AORTIC STENOSIS,cardiovascular
RENAL FAILURE; VASCULITIS,renal
OVARIAN CANCER;SOB;ASCITES,oncology
ATRIAL FLUTTER;HEART FAILURE\BIVENTRICULAR ICD IMPLANT;AFLUTTER ABLATION;PACEMAKER REMOVAL,cardiovascular
S/P ASYSTOLIC ARREST,cardiovascular
PELVIC FRACTURE;TELEMETRY,trauma_injury
S/P MOTOR VEHICLE ACCIDENT;EPIDURAL HEMATOMA;LEFT FEMUR FRACTURE,trauma_injury
BRAIN MASS;TELEMETRY,neurological
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT & MAZE PROCEDURE,cardiovascular
HAND AND FINGERS INFECTION,infectious
LEFT MAIN DISEASE;CORONARY ARTERY DISEASE,cardiovascular
FUNGAL MENINGITIS,infectious
CHOLELITHIASIS; DILATED BILE DUCT,hepatobiliary
CHEST PAIN\ANGIOPLASTY,cardiovascular
S/P NQW MI\LEFT HEART CATHETERIZATION,cardiovascular
VTACH;CONGESTIVE HEART FAILURE;ACUTE RENAL FAILURE;COLITIS,cardiovascular
BRAIN ABSCESS,infectious
HEAD INJURY;TELEMETRY,trauma_injury
PNEUMONIA;EMPYEMA,respiratory
"SOB, PLEURAL EFFUSION,",respiratory
RECURRENT SQUAMOUS CELL CA ORAL CAVITY/SDA,oncology
LARYNGEAL CANCER,oncology
GALLBLADDER CANCER; FEVER,oncology
IDIOPATHIC SCOLIOSIS/SDA,musculoskeletal
ACUTE PANCREATITIS /SDA,gastrointestinal
S/P LIVER TRANSPLANT,postoperative_surgical
PANCREATIC TAIL MASS,oncology
ETOH WITHDRAWAL/DETOX,psychiatric
SEIZURE;LEFT PARIETAL LESION,neurological
RIGHT SUBCLAVIAN ARTERY PSEUDOANEURYSM,cardiovascular
DEEP VEIN THROMBOSIS;HEMOCULT POSITIVE,hematologic
PELVIC FRACTURES,trauma_injury
BENADRYL OVERDOSE,toxicology_poisoning
ABDOMINAL PAIN',symptoms_unspecified
ETOH INTOX,toxicology_poisoning
SHORTNESS OF BREATH;CHEST PAIN,symptoms_unspecified
AORTIC STENOSIS;AORTIC INSUFFICIENCY\AORTIC VALVE REPLACEMENT; BENTAL PROCEDURE; ? ROOT REPLACEMENT/SDA,cardiovascular
CONGESTIVE HEART FAILURE;CHRONIC OBST PULM DISEASE;PNEUMONIA,cardiovascular
MYOCARDIAL INFARCTION;DYSPNEA\CATH,cardiovascular
S/P MOTOR VEHICLE ACCIDENT-FACIAL TRAUMA,trauma_injury
RIGHT PNEUMOTHORAX,respiratory
CODE SEPISI,infectious
KIDNEY FAILURE; ENCEPHALOPATHY,renal
HYPONATREMIA;LE EDEMA,endocrine_metabolic
"MS CHANGE, DEHYDRATION",neurological
UTERINE MALIGNANCY/SDA,pregnancy_obstetric
UNABLE TO WALK/WEAKNESS,neurological
STEMI\CARDIAC CATHERIZATION,cardiovascular
LEFT ANKLE FRACTURE,trauma_injury
"CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT, ? MVR /SDA",cardiovascular
"NEW BRAIN MASS, CONFUSION, SEIZURES",neurological
ASA OVERDOSE,toxicology_poisoning
APML,hematologic
AORTIC INSUFFIENCY\CATH,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFTWITH AVR /SDA,cardiovascular
PNEUMONIA-R/O MYOCARDIAL INFARCTION,respiratory
ANGIEDEMA,other
DUODENAL ULCER,gastrointestinal
DECOMPENSATED CIRRHOSIS,hepatobiliary
LIVER FAILURE;CIRRHOSIS,hepatobiliary
ETOH ABUSE,other
ELEVATED LIVER FUNCTION TESTS,hepatobiliary
COMPLICATED LABOR,pregnancy_obstetric
PNEUMONIA;RHABDOMYLOSIS,respiratory
PANCREATITIS\ERCP,gastrointestinal
"SPINAL FRACTURE,S/P FALL",trauma_injury
ANTERIOR CERVICAL COLLECTION,infectious
S/P MULTIPLE STAB WOUNDS,trauma_injury
PEDISTRIAN STRUCK;SUBARACHNOID HEMATOMA,trauma_injury
ESOPHAGEAL TEAR,gastrointestinal
CHOLEDOCO CYST\ERCP **EAST REMOTE - G.I. ST4**,hepatobiliary
ACUTE RESPIRATORY DISTRESS,respiratory
MENTAL STATUS CHANGES;HYPOTENSION,neurological
HYPERCABRIC RESPIRATORY FAILURE,respiratory
? ENDOCARDITIS,infectious
PELVIS AND BILATERAL WRIST FRACTURES,trauma_injury
HEPATIC ENCEPHALOPAHTY,neurological
INTRACRANIAL BLEED;ETOH ABUSE,trauma_injury
ELEVATED WBC,infectious
LIVER AND KIDNEY FAILURE,renal
RIGHT PLEURAL EFFUSION;MULTIPLE PULMONARY EMBOLI,cardiovascular
"AIRWAY OBSTRUCTION, LUNG CANCER\ RIGID BRONCHOSCOPY W/ STENT REMOVAL",oncology
SEPSIS-PNEUMONIA,infectious
PENETRATING TRAUMA,trauma_injury
AORTIC & MITRAL INSUFFICENCY\AORTIC AND MITRAL VALVE REPLACEMENT REDO,cardiovascular
LEFT RENAL STONE/SDA,genitourinary
RIGHT UPPER LOBE PNEUMONIA,respiratory
ARTERIAL THROMBOSIS,cardiovascular
FAILED LEFT TOTAL KNEE REPLACEMENT /SDA,musculoskeletal
INFECTED LEFT LEG WOUND,infectious
? CVA,neurological
INTERIOR MYOCARDIAL INFARCTION,cardiovascular
LIVER FAILURE;JAUNDICE,hepatobiliary
PNEUMOTHORAX;HIATAL HERNIA,respiratory
CONGESTIVE HEART FAILURE;AORTIC REGURGITATION,cardiovascular
LIVER ABSCESSES,infectious
T-CELL LYMPHOMA,oncology
FEVER;CHANGE IN MENTAL STATUS,symptoms_unspecified
MALLORY-WEISS TEAR,gastrointestinal
SUBURAL HEMATOMA,neurological
ISCHEMIA\CATH,cardiovascular
ATYPICAL CHEST PAIN,symptoms_unspecified
LEFT ACETABULAR FRACTURE,trauma_injury
TRACHEAL;BRONCHIAL MALACIA,respiratory
MITRAL STENOSIS\REDO MVR ? CORONARY ARTERY BYPASS GRAFT /SDA,cardiovascular
TRICUSPID REGURGITATION\ REDO TVR; MAZE PROCEDURE/SDA,cardiovascular
SYNCOPE-RENAL FAILURE,renal
ETOH WITHDRAWEL,psychiatric
RUPTURED AORTA,cardiovascular
EXERTIONAL DYSPNEA,symptoms_unspecified
PANCREAS KIDNEY TRANSPLANT,renal
CHRONIC RENAL FAILURE;HYPERTENSION,renal
?OBSTRUCTION,symptoms_unspecified
BRONCHIECTASIS,respiratory
ACUTE RENAL FAILURE;JAUNDICE,renal
LEFT THIGH WOUND INFECTION,infectious
PATIENT FORAMEN OVALE\ PATIENT FORAMEN OVALE/SDA,cardiovascular
DRUG REFRACTORY  FOR ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION **REMOTE WEST**/SDA,cardiovascular
RESPIRATORY DISTRESS-ALS,neurological
CELLULITIS LEFT LOWER EXTREMITY,infectious
ACALCULUS CHOLECYSTITIS,hepatobiliary
MITRAL STENOSIS\MITRAL VALVE RPAIR VS REPLACEMENT /SDA,cardiovascular
S/P ATV ACCIDENT,trauma_injury
CONGESTIVE HEART FAILURE;ATRIAL TACHYCARDIA,cardiovascular
VALSALVA ANEURYSM,cardiovascular
EFFUSION/SDA,symptoms_unspecified
INTRAPARENCHYMAL BRAIN HEMORRHAGE,neurological
"NEW A-FIB,CHF",cardiovascular
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT;  STERNAL PLATING W/ TALON SYSTEM; BILATERAL PEC FLAP ADVANCEMENT/SDA,cardiovascular
GI BLEED;UNRESPONSIVE;HYPOTENTION,gastrointestinal
S/P RESECTION AND GRAFTING OF ASCENDING AORTA,cardiovascular
TRAUMA;CLOSED HEAD INJURY;ORBITAL FX,trauma_injury
"PNA, ACUTE RENAL FAILURE",infectious
ISCHEMIC L FOOT,cardiovascular
S/P NQWMI\LEFT HEART CATHETERIZATION,cardiovascular
SEPSIS-HYPERGLYCEMIA,infectious
HIV;JAUNDICE,infectious
SOFT TISSUE LOSS,trauma_injury
SYNCOPE-HYPERGLYCEMIA-EKG CHANGES,cardiovascular
V-TACH ARREST,cardiovascular
CONGESTIVE HEART FAILURE;AORTIC STENOSIS;COMPLETE HEART BLOCK\CARDIAC CATH,cardiovascular
CORONARY ARTERY DISEASE;ANGINA\LEFT ANTERIOR DESCENDING CORONARY ARTERY INTERVENTION,cardiovascular
LEFT HEEL ULCER,other
PARTISL SMALL BOWELL OBSTRUCTION;DEHYDRATION,gastrointestinal
"CHEST PAIN, ALCOHOL WITHDRAWAL",psychiatric
PRIMARY SCLEROSING CHOLANGITS;LIVING UNRELATED LIVER TRANSPLANT/SDA,hepatobiliary
"AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT,MINIMALLY INVASIVE/SDA",cardiovascular
MITRAL REGURGETATION\MITRAL VALVE REPLACEMENT; HEART PORT MINMALLY INVASIVE/SDA,cardiovascular
ATRIAL FIBRILLATION\FULL MAZE PROCEDURE,cardiovascular
AORTIC VEGATATION,cardiovascular
TIZANIDINE OVERDOSE,toxicology_poisoning
ESOPHOGEAL CANCER/SDA,oncology
MENINGITIS; INTRACRANIAL ABCESS,infectious
SEIZURE-R/O CEREBROVASCULAR ACCIDENT,neurological
ESOPHAGEAL RESECTION,postoperative_surgical
MENINGITIS;DRUG ALLERGY,infectious
CEREBRAL VASCULAR ACCIDENT-R/O MYOCARDIAL INFARCTION,neurological
CHEST PAIN; FEVER,symptoms_unspecified
SEPSIS;S/P CORONARY ARTERY BYPASS GRAFT,infectious
ETOH WITHDRAWAL;LIKELY SEIZURES,psychiatric
TTP-MULT MYELOMA-INTRACRANIAL BLEED,hematologic
RECURRENT ESOPHAGEAL CANCER/SDA,oncology
FEVER;IJ ANF LUE DVT,infectious
PERITONSILLAR ABSESS,infectious
INFERIOR MYOCARDIAL INFARCTION;ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,cardiovascular
BARRETS' ESOPHAGUS AND HIGH GRADE DYSPLASIA/SDA,gastrointestinal
"MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE w/ MAZE",cardiovascular
SEPTIC SHOCK;CHRONIC OBST PULM DISEASE,infectious
S/P FALL;LIVER LACERATION;SUBARACHNOID HEMATOMA,trauma_injury
NEOPLASM OF UNCERTAIN BEHAVIOR OF OTHER LYMPHATIC AND HEMATOPOIETIC TISSUES\BONE MARROW TRANSPLANT,hematologic
FINGER AMPUTATIONS,trauma_injury
AORTO ILIAC ANEURYSM/SDA,cardiovascular
"CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT, R.F. MAZE PROCEDURE /SDA",cardiovascular
NECRATIZING PANCREATITIS,gastrointestinal
MITRAL STENOSIS\MITRAL VALVE REPLACEMENT; W/MAZE/SDA,cardiovascular
A - FIB,cardiovascular
SUBCLAVIAN THROMBOSIS;CHANGE OF PICC LINE FOUND LARGE DVT VS LYSIS OF DOT,cardiovascular
"ASTHMA,INTUBATED",respiratory
"ATRIAL FIBRILLATION,PNEUMONIA",cardiovascular
ATRIAL FIBRILLATION\THORACOSCOPIC MAZE PROCEDURE /SDA,cardiovascular
AORTIC VALVE DISORDER\AORTIC VALVE; ? ASCENDING AORTA REPLACEMENT /SDA,cardiovascular
STROKE;HEAD MASS,neurological
PNEUMOCEPHALUS,neurological
BACTERMIA;R/O ENDOCARDITIS,infectious
AORTIC STENOSIS;CORONARY ARTERY DISEASE\CATH,cardiovascular
PNEUMONIA;DEEP VEIN THROMBOSIS;ACUTE RENAL FAILURE,infectious
LEFT ADNEXAL MASS,pregnancy_obstetric
BILARY OBSTRUCTION/PANCREATITIS,hepatobiliary
INTRACRANIAL HEMORRHAGE;SEIZURE,neurological
"C4,C5 FRACTURE",trauma_injury
RESPIRATORY FAILURE;LEFT LOWER LOBE COLLAPSE,respiratory
LEAD FRACTURE\LEAD EXTRACTION W/ REIMPLANTATION/SDA,postoperative_surgical
ACUTE ON CHRONIC SDH,neurological
CORONARY ARTERY DISEASE;CHEST PAIN;+ETT,cardiovascular
DENS FRACTURE,trauma_injury
HEPATIC ABSCESS,infectious
LIVING ADULT LIVER DONOR/SDA,other
RENAL FAILURE;HEPATITIS;COAGULOPATHY,renal
RELAPSING POLYCHONDRITIS;AIRWAY OBSTRUCTION\ BRONCHOSCOPY WITH STENT,respiratory
CONGESTIVE HEART FAILURE;TELEMETRY\EPICARDIAL LEFT VENTRICULAR LEAD PLACEMENT /SDA,cardiovascular
"CONGESTIVE HEART FAILUE, PNEUMONIA",cardiovascular
LYMPHOMA\CHEMO,oncology
UNSTABLE ANGINA;CORONARY ARTERY DISEASE\CATH,cardiovascular
NAUSEA/VOMITING,symptoms_unspecified
"PNEUMONIA,HYPOTENSION",infectious
BLAST CRISIS,hematologic
PNEUMONIA;?PULMONARY EMOBULIS,infectious
HYPOKALEMIA;DIARRHEA,gastrointestinal
"C SECTION,PRIMARY",pregnancy_obstetric
S/P BILATERAL HERNIA REPAIR,postoperative_surgical
BIVENTRICULAR HEART FAILURE,cardiovascular
BILIARY STRICTURE/SDA,hepatobiliary
ISCHEMIC RIGHT FOOT;RENAL INSUFFIENCY,renal
PNEUMOTHORAX; HYDROTHORAX,respiratory
URINARY TRACT INFECTION;AMA;PERIDURAL ABSCESS,infectious
PULMONARY FIBROSIS;RESPIRATORY FAILURE,respiratory
CAROTID ARTERY DISEASE\CAROTID ANGIOGRAM,cardiovascular
"MITRAL INSUFFICENCY\MITRAL VALVE REPLACEMENT, COMCOMITANT MAZE PROCEDURE/SDA",cardiovascular
ANAL CARCINOMA/SDA,oncology
NEUTROPENIA;HYPOTENSION,hematologic
+ETT;ANGINA\CATH,cardiovascular
POPLITEAL ARTERY ANEURY SM,cardiovascular
CONGESTIVE HEART FAILURE EXACERBATION-R/O MI,cardiovascular
ST ELEEVATION MI,cardiovascular
ESOPHAGE CA/SDA,oncology
INTERMITTENT HEMORRHAGE,symptoms_unspecified
CIRRHOSIS;HEPATITIS;HEPATIC ENCEPHALOPATHY,hepatobiliary
SPLENIC LAC,trauma_injury
PARASPINAL ABSCESS,infectious
VARICELLA ZOSTER ENCEPHALITIS,neurological
RIGHT STUMP GANGRENE;N/V,cardiovascular
THORACIC ANEURYSM\THORACO-ABDOMINAL ANEURYSM REPAIR/SDA,cardiovascular
POSTITIVE STRESS TEST\CARDIAC CATH,cardiovascular
CORONARY ARTERY DISEASE;S/P CORONARY ARTERY BYPASS GRAFT,cardiovascular
ATRIAL FIBRILLATION;CONGESTIVE HEART FAILURE;TELEMETRY,cardiovascular
ATRIAL SEPTAL DEFECT\ REPAIR LIMITED ACCESS ATRIAL SEPTAL DEFECT,cardiovascular
S/P CARDIAC CATH,postoperative_surgical
TRACHEO BRONCHO MALACIA,respiratory
HEPATITIS B,infectious
SPLENIC INJURY,trauma_injury
MET LESION,oncology
"ELEVATED WEIGHT BEARING WITH CRUTCHES,HYPOTENSION",musculoskeletal
FEVER;WOUND DRAINAGE,infectious
ASD\REPAIR ATRIAL-SEPTAL DEFECT; LIMITED ACCESS/SDA,cardiovascular
DEHYDRATION; A FIB,cardiovascular
MITRAL & AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT; CABG W/MITRAL VALVE REPLACEMENT & MAZE/SDA,cardiovascular
REDO STERNOTOMY-MVR,postoperative_surgical
AORTIC VALVE STENOSIS\AORTIC VALVE REPLACEMENT; MINIMILLAY INVASIVE/SDA,cardiovascular
"HEAD BLEED,FALL",trauma_injury
INSULIN DENSENTIZATION,endocrine_metabolic
FAOLED GRAFT RIGHT LEG,cardiovascular
PNEUMONIA;ATRIAL FIBRILLATION;TELEMETRY,infectious
"T5 TO CONUS,MEDULLARIS VENOUS CONGESTION",neurological
MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT; TVR; POSSIBLE LEAD PLACEMENT VIA RIGHT THORACOTOMY VS STERNOTOMY,cardiovascular
ABDOMINAL PAIN\ERCP,gastrointestinal
AORTIC VALVE INSUFFIENCY\AORTIC VALVE REPLACEMENT,cardiovascular
MOTOR VEHICLE COLLISION;RIGHT ANKLE FRACTURE,trauma_injury
"HYPERTENSIVE URGENCY,NAUSEA,VOMITING",cardiovascular
RUPTURED DIAPHRAM,trauma_injury
FACIAL FRACTURE;ORBITAL FRACTURE,trauma_injury
OPEN WOUND;S/P MOH'S SURGERY,postoperative_surgical
CORONARY ARTERY DISEASE;S/P CABG,cardiovascular
AFIB-CONGESTIVE HEART FAILURE,cardiovascular
DYSPNEA ON EXERTION;CHEST PAIN;CARDIOMYOPATHY\CATH,cardiovascular
ACUTE RENAL FAILURE;ARDS,renal
ATHEROSCLEROSIS BILATERAL LOWER EXTREMITY,cardiovascular
BUTTOCK HEMATOMA,trauma_injury
PV THROMBOSIS; RAF; PNA,infectious
S/P LIVER ABSCESS,infectious
UPPER GI BLLEED,gastrointestinal
HYPOTENSION;INFECTION,infectious
SVS,cardiovascular
SIGMOID CA/SDA,oncology
POSTOPERATIVE BILE LEAK,postoperative_surgical
PAROXYSMAL ATRIAL AFRIBILLATION\MITRAL VALVE REPLACEMENT (FULL MAZE) /SDA,cardiovascular
FEVER/HYPOTENSION,infectious
FEBRILE;HYPOTENSIVE,infectious
AFLUTTER;PULMONARY EDEMA;HYPERGLYCEMIA,cardiovascular
"GI BLEED,R/O MI",gastrointestinal
TRACHEOSTOMY EVALUATION,respiratory
AORTIC ASCENTING ANEURYSM\ RESECTION AORTIC ASCENDING ANEURYSM/SDA,cardiovascular
ATHEROSCLEROSIS OF LEFT LOWER EXTREMITY,cardiovascular
"NAUSEA, VOMITTING",symptoms_unspecified
MELENA;TELEMETRY,gastrointestinal
"PAN,ARF",renal
ACUTE PNEUMONITIS,infectious
"ACOUSTIC NEUROMA, LEFT EAR/SDA",neurological
URINARY TRACT INFECTION;FEVER;SEPSIS,infectious
ETOH LIVER FAILURE,hepatobiliary
"32 WEEKS,TWINS,PRECLAMPSIA",pregnancy_obstetric
ENDOCARDITIS;AORTIC VALVE DISEASE\CATH,cardiovascular
TRACH BLEEDING,respiratory
EPISTAXIS; ELEVATED INR; ANEMIA,hematologic
"SCALP WOUND, EXPOSED HARDWARE/SDA",postoperative_surgical
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH MVR/SDA,cardiovascular
THORACIC ABDOMINAL ANEURYSM\CATH,cardiovascular
L3-L4 NONUNION AND STENOSIS/SDA,musculoskeletal
TRAUMA W\INJURIES,trauma_injury
ACUT RENAL FAILURE,renal
HYPERGLYCEMIA;CONGESTIVE HEART FAILURE;TELEMETRY,endocrine_metabolic
DUODENAL MASS/SDA,gastrointestinal
ARTERAL OCCLUSION,cardiovascular
OVERDOSE;SUICIDAL IDEATION,psychiatric
GALLSTONES-PANCREATITIS,hepatobiliary
LEAD FAILURE\LEAD & DEVICE EXTRACTION LEFT SIDED SYSTEM ? PACEMAKER REIMPLANT ON RIGHT/SDA,cardiovascular
ANTERIOR SKULL BASE TUMOR/SDA,oncology
SVT\EP STUDY,cardiovascular
VARICEAL BLEED;HEMATEMESIS,gastrointestinal
HYPONATREMIA-HYPOKALEMIA-DIABETIC KETOACIDOSIS,endocrine_metabolic
"CAD, MR\CORONARY ARTERY BYPASS GRAFT; W/ MVR/SDA",cardiovascular
ASD\REPAIR ATRIAL-SEPTAL DEFECT; MAZE PROCEDURE,cardiovascular
VOMITING AND DIARRHEA,symptoms_unspecified
TIA;SPLENIC LACERATION,neurological
CONGESTIVE HEART FAILURE;MYOCARDIAL INFARCTION\CARDIAC CATH,cardiovascular
PULMONARY HTN\CATH,cardiovascular
S/P MOTORCYCLE ACCIDENT;?RUPTURED AIRWAY,trauma_injury
ASTHMA;COPD EXCERBATION,respiratory
MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT REDO /SDA,cardiovascular
ACUTE CEREBRAL INFARCTION,neurological
AORTIC ANEURYSM\ ASCENDING AORTIC ARCH; DESCENDING THORACIC AORTIC REPLACEMENT/SDA,cardiovascular
PNEUMOHYDROTHORAX,respiratory
GI BLEED;URINARY TRACT INFECTION,gastrointestinal
ATRIAL FIBRILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION /SDA,cardiovascular
SPLENIC ACUATION,trauma_injury
NON ST ELEVATED MYOCARDIAL INFARCT,cardiovascular
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ASCENDING AORTA REPAIR/REPLACEMENT/SDA,cardiovascular
PERFORATION; S/P ERCP,postoperative_surgical
EPIGASTRIC PAIN\ERCP,symptoms_unspecified
"ABD PAIN, LIKELY LGIB",symptoms_unspecified
RIGHT HIP FRACTURE/SDA,trauma_injury
